,productID,brandID,attribute1,attribute2,attribute3,attribute4,clickVolume,avgOriginalUnitPrice,avgFinalUnitPrice,ma14SalesVolume,weekday,meanAge,gender,meanEducation,maritalStatus,plus,meanPurchasePower,meanUserLevel,meanCityLevel,sales
60,11,25,3,100,7,16.95360007,892,298,232.9411765,22.85714286,4,31.375,0.1875,2.9375,0.625,0.176470588,2.0625,2.941176471,2.25,17
61,99,31,3,70,1,48.57933811,219,68,40.3,4.285714286,3,32.5,0.25,3,0.25,0.166666667,2,2.4,2.666666667,10
62,49,31,3,80,3,4.207586585,351,69,37.62,60.42857143,6,30,0,3,0,0,2,3,2,1
63,65,26,3,80,1,10.40698304,870,69.9,46.6,23.57142857,6,31.45454545,0.590909091,3.095238095,0.5,0.318181818,2.333333333,2.681818182,1.8,30
64,72,25,3,60,1,7.494284156,841,180,126,24.57142857,5,35,0,3.5,1,0.25,2,2.666666667,1.5,4
65,94,10,2,70,1,4.015478609,1137,78,57.1,58.78571429,5,33.75,0.375,3,0.714285714,0.222222222,2.428571429,2.777777778,2.375,10
66,3,9,3,100,10,3.24352466,304,170,134.66,34.85714286,3,33.33333333,0.333333333,2.666666667,0.333333333,0.333333333,2,2.666666667,2,5
67,9,10,3,100,6,1.948556159,699,164.6153846,135.3846154,16,4,33.63636364,0.454545455,2.636363636,0.181818182,0.230769231,2.181818182,3.230769231,2.545454545,13
68,68,36,3,70,9,2.305638384,274,179,116.25,10.5,5,30,0,3.333333333,0.666666667,0.25,2,3.5,1,4
69,92,22,3,60,4,2.730479679,720,166,146.8181818,9.714285714,5,33.75,0.375,3,0.666666667,0.272727273,2.333333333,2.454545455,2,11
70,39,15,4,100,3,16.69749813,2656,198,39.6551145,3.571428571,4,28.28235294,0.164705882,3.064935065,0.35,0.2,2.329113924,2.422222222,2.525641026,131
71,50,13,3,100,11,5.946856214,392,79,45.03043478,7.214285714,5,31.66666667,0.388888889,3.055555556,0.529411765,0.368421053,2.176470588,2.736842105,2.25,23
72,73,30,2,40,6,12.84734301,191,329,149,8.571428571,1,50,1,3,0,1,2,2,2,1
73,24,26,2,50,6,2.991091852,1310,94.9,79.07647059,25.85714286,2,34.93333333,0.428571429,3.153846154,0.5,0.235294118,2.357142857,2.823529412,2.066666667,17
74,74,18,2,60,1,6.345198196,876,39.70769231,34.32307692,52.92857143,2,32.14285714,0.5,2.923076923,0.5,0.181818182,2.142857143,2.619047619,2.785714286,26
75,3,9,3,100,3,10.43837381,1402,170,87.71518987,24.64285714,5,32.30985915,0.338028169,3.074626866,0.537313433,0.36,2.212121212,2.702702703,1.893939394,158
76,62,12,4,100,1,6.301535368,460,199,117.685,2,4,28.46153846,0.230769231,3.272727273,0.307692308,0.176470588,2.5,3,2.230769231,20
77,24,26,2,50,4,1.131742632,720,94.9,79.5,15.42857143,2,32.5,0.5,3.5,0.5,0.333333333,2.5,3.833333333,2.333333333,10
78,63,24,3,60,7,3.145502451,285,108,85.76923077,7.214285714,2,31.53846154,0.307692308,3,0.769230769,0.307692308,2.076923077,2.692307692,2,13
79,60,2,3,60,4,34.3704114,137,69,66,17.71428571,3,40,1,4,1,1,2,2.5,1,2
80,75,25,3,100,2,3.039805967,1344,198,176,26.78571429,1,31.03225806,0.225806452,3.035714286,0.428571429,0.272727273,2.178571429,2.545454545,2.033333333,37
81,84,26,3,60,2,15.05322359,1359,79.9,45.1826087,52.92857143,2,31.38888889,0.222222222,3.176470588,0.657142857,0.268292683,2.285714286,2.780487805,2.529411765,46
82,28,4,3,100,5,5.733770506,195,59,53.66666667,53.21428571,6,33.33333333,0.333333333,3.333333333,0.833333333,0.375,2.5,3.25,1.833333333,9
83,28,4,3,100,2,10.38179095,470,59,54.87878788,54.85714286,5,32.77777778,0.222222222,3.235294118,0.6875,0.315789474,2.125,2.555555556,1.888888889,33
84,57,23,2,60,6,62.73848757,1231,93.5,47.53608247,47.28571429,6,34.21428571,0.482142857,3.137254902,0.576923077,0.349206349,2.307692308,3.096774194,2.236363636,97
85,80,2,3,60,1,11.73889739,238,68.84076923,57.88076923,5.928571429,3,35.25,0.25,3,0.25,0.1,2.5,3.4,2.875,13
86,35,2,3,100,1,4.084571652,121,59,59,14.78571429,2,25,0,3.5,0,0,2.5,2.5,2,2
87,31,26,3,100,2,3.925479968,1950,69.9,37.0830303,23.71428571,4,29.008,0.168,2.949152542,0.458333333,0.17037037,2.294117647,2.611940299,2.090163934,165
88,1,26,3,60,13,1.574892751,1104,97.13333333,97.13333333,17.71428571,6,28,0.5,2.555555556,0.4,0,2.4,3.055555556,3,18
89,41,27,3,80,3,19.36667854,806,191,139.7083333,14.35714286,3,33.9047619,0.380952381,3.263157895,0.65,0.708333333,2.2,3.25,2.3,24
90,99,31,3,70,11,12.13032833,224,68,58,21.42857143,1,25,0,2.5,0.5,0,2.5,1.5,4,2
91,77,32,3,80,1,33.42464887,1340,109,55.10714286,74.07142857,5,30.04444444,0.111111111,3.186046512,0.488372093,0.288888889,2.162790698,2.288888889,2.195121951,49
92,16,36,4,100,7,4.149815024,1640,188.9,76.76285714,12.07142857,4,31.9375,0.375,3.25,0.612903226,0.515151515,2.290322581,3.090909091,1.612903226,35
93,43,12,3,60,7,8.235877408,53,139,125,1.785714286,2,20,1,3,0,0,2,3,2,1
94,57,23,2,60,9,2.886696238,2595,93.34070064,45.27031847,34.85714286,4,30.82828283,0.494949495,3.136842105,0.557894737,0.37962963,2.242105263,3.231481481,2.21875,157
95,77,32,3,80,1,26.25516237,1993,109,49.45588235,66.57142857,7,29.63076923,0.123076923,3.1,0.45,0.309859155,2.25862069,2.323943662,1.952380952,85
96,21,26,2,50,4,3.969215883,694,69.9,58.9,5.785714286,1,27.5,0.5,3.181818182,0.181818182,0.5,2.272727273,2.5,2.272727273,13
97,74,18,2,60,3,0.617308862,1195,39.9,21.49833333,3.928571429,4,34.14634146,0.414634146,2.975609756,0.615384615,0.209302326,2.315789474,2.604651163,2.324324324,60
98,70,3,3,100,3,3.848799546,649,105,76.05,21.92857143,6,32.22222222,0.333333333,3.111111111,0.555555556,0.333333333,2.111111111,3.333333333,2.125,12
99,63,24,3,60,4,3.531911449,125,108,75.08,2.142857143,5,35,0,3,1,0,2.5,2,2,2
100,1,26,3,60,1,3.971332292,843,99.9,50.03157895,52.64285714,7,27.74193548,0.35483871,2.892857143,0.392857143,0.25,2.25,2.40625,2.035714286,38
101,97,2,3,60,4,33.02403739,295,69,59.15142857,7.5,7,29.16666667,0.333333333,3.25,0.5,0.153846154,2.25,2.538461538,2.454545455,14
102,8,16,3,70,6,4.020154949,475,69,48.97692308,12.85714286,5,31.66666667,0.5,2.818181818,0.583333333,0.25,2.083333333,2.833333333,2.181818182,13
103,44,18,2,60,2,6.099969215,653,89,67.05384615,25.85714286,3,31.66666667,0.583333333,3.181818182,0.545454545,0.230769231,2.181818182,2.846153846,2.666666667,13
104,28,4,3,100,10,337.3763367,2072,59,54.02531646,33.14285714,3,32.42253521,0.211267606,3.042857143,0.657142857,0.168831169,2.202898551,2.486842105,2.030769231,79
105,40,4,3,100,6,7.650627159,941,179,127.9090909,11.85714286,6,32,0.35,3.210526316,0.65,0.409090909,2.052631579,2.863636364,2.166666667,22
106,11,25,3,100,12,7.867057904,1641,298,244.4166667,52.92857143,7,38.2,0.3,3.222222222,0.7,0.333333333,2.125,3.545454545,1.7,12
107,50,13,3,100,5,31.49501868,218,79,62.2325,15.28571429,2,30,0.5,3,1,0.333333333,3,2.333333333,1.5,4
108,88,36,4,100,4,4.570697666,548,249.9,130,3.785714286,6,20,0,3,0,0,3,2,4,1
109,62,12,4,100,1,13.50926669,335,199,96.25,11.21428571,5,27.27272727,0.181818182,2.888888889,0.3,0.25,2.3,2.166666667,2.3,12
110,28,4,3,100,2,11.24189015,194,59,54.54545455,55.42857143,5,31.25,0.25,3.375,0.625,0.2,2.125,3,1.875,11
111,74,18,2,60,3,10.53193676,2631,39.9,22.34315068,8.214285714,4,32.71428571,0.387755102,2.911111111,0.483870968,0.242718447,2.293478261,2.568627451,2.382978723,146
112,24,26,2,50,2,17.50631149,1350,94.9,64.50869565,13.28571429,1,31.68421053,0.315789474,3.105263158,0.578947368,0.272727273,2.333333333,2.863636364,2.647058824,23
113,45,27,3,80,8,44.20414859,268,191,172.875,3.142857143,6,31.25,0.5,3.142857143,0.625,0.5,2.142857143,3.25,2.375,8
114,74,18,2,60,10,6.218806642,1473,39.9,30.27765625,53.5,4,32.52173913,0.456521739,2.952380952,0.452380952,0.230769231,2.357142857,2.596153846,1.977272727,64
115,99,31,3,70,1,7.759243252,203,60.82666667,49.16,16.07142857,5,30,0,3,0,0.333333333,2,4.666666667,2,3
116,66,26,3,80,4,4.103155496,734,139.9,71.68378378,30.57142857,4,31.79310345,0.344827586,3.111111111,0.481481481,0.34375,2.037037037,2.9375,1.714285714,37
117,82,11,3,100,4,2.591788797,1366,99,49.77727273,223.2142857,2,30,0.157894737,3.055555556,0.473684211,0.263157895,2.421052632,2.526315789,2.315789474,22
118,61,26,4,100,14,6.641531402,596,79.9,60.86956522,27.64285714,6,32.38095238,0.142857143,2.947368421,0.578947368,0.181818182,2.210526316,2.545454545,2,23
119,83,25,3,100,2,1.10990609,799,236.5714286,186.1428571,11.78571429,4,35.83333333,0.083333333,3.083333333,0.583333333,0.214285714,2.166666667,3.571428571,2.181818182,14
120,49,31,3,80,3,4.279573451,547,68.49357143,38.60309524,3,4,33.40540541,0.243243243,3.028571429,0.529411765,0.219512195,2.382352941,2.487804878,2.375,42
121,69,35,3,100,19,5.862122606,2306,250,203.0277778,17.85714286,4,27.09677419,0.193548387,2.964285714,0.3,0.424242424,2.033333333,2.818181818,2.433333333,36
122,21,26,2,50,3,26.66156442,275,69.9,57.9,7.5,6,25,0.5,3,0.5,0.333333333,2,2.5,2,3
123,92,22,3,60,3,2.634148418,754,166,128.1043478,9.214285714,6,35.6,0.25,2.941176471,0.722222222,0.227272727,2.058823529,2.545454545,2.052631579,23
124,24,26,2,50,1,13.55056598,478,94.9,79.525,21.85714286,4,38.4,0.6,3,0.4,0.25,2,2,2.75,8
125,36,19,3,60,1,6.711795446,470,119,98.5,13,7,31.25,0.375,2.923076923,0.4,0.235294118,2.2,2.352941176,2.428571429,18
126,43,12,3,60,6,8.632517821,167,136.5,117.75,1.642857143,6,37.42857143,0.142857143,3.142857143,0.857142857,0.25,2,3.75,2,8
127,49,31,3,80,9,3.787726877,611,69,50.28238095,35.21428571,7,34,0.133333333,2.857142857,0.533333333,0.210526316,2.285714286,2.333333333,2.785714286,21
128,44,18,2,60,1,42.58066372,146,89,89,5.5,5,28,0.2,2.75,0.4,0.2,2.4,1.6,3.4,5
129,23,32,3,80,29,200.6223742,1179,109,55.94545455,147.2142857,5,29.33333333,0.206896552,3.115384615,0.444444444,0.333333333,2.37037037,2.466666667,1.931034483,44
130,88,36,4,100,3,29.68831016,414,249.9,129,11.14285714,6,30,0.5,3.5,0.5,0.5,2,3.5,2,2
131,12,2,3,60,9,15.73234014,380,69,52.63333333,10.14285714,4,28.75,0.25,3,0.125,0.222222222,2.375,2.75,1.875,12
132,94,10,2,70,4,6.071239436,2834,78,57.5862069,52.21428571,2,31.95833333,0.270833333,2.976190476,0.386363636,0.122807018,2.386363636,2.350877193,2.522727273,58
133,56,23,2,60,2,8.14853439,1363,69,40.74246575,47.14285714,1,32.75,0.285714286,3.132075472,0.538461538,0.287878788,2.31372549,2.6,2.218181818,73
134,21,26,2,50,8,4.273760737,315,69.9,59.9,56.64285714,1,27.14285714,0.285714286,2.714285714,0.428571429,0.111111111,2,2,2.666666667,10
135,27,36,4,100,2,4.385895791,215,162.9,109.665,2.714285714,5,25,0,3.5,0.5,0.5,2.5,2,1,2
136,13,2,3,50,13,3.301094765,810,65,53.04129032,23.92857143,1,27.69230769,0.153846154,3.041666667,0.461538462,0.206896552,2.48,2.481481481,1.92,31
137,94,10,2,70,7,26.05584715,2648,78,56.09375,49.92857143,3,30.78431373,0.156862745,2.673913043,0.361702128,0.140350877,2.382978723,2.315789474,2.170212766,64
138,77,32,3,80,4,8.647102785,304,109,57.2,7.5,6,28,0,3.2,0.4,0.4,2.2,2.6,2.5,5
139,80,2,3,60,14,8.114762391,117,69,59.3625,7.142857143,5,40.4,0.4,2.75,1,0.285714286,2.4,2.714285714,2.8,8
140,56,23,2,60,1,1.184145521,935,68.44060606,46.92030303,36.92857143,3,30,0.47826087,3,0.434782609,0.066666667,2.227272727,2.666666667,2.35,33
141,16,36,4,100,5,15.2774768,211,188.9,135.31,6.785714286,4,36.66666667,0.666666667,3.333333333,0.666666667,0.666666667,2,3.333333333,2,3
142,1,26,3,60,2,1.096272635,965,99.9,50.21666667,51.78571429,3,30.29268293,0.341463415,3.024390244,0.487804878,0.357142857,2.219512195,2.761904762,2.142857143,54
143,40,4,3,100,1,12.9315864,352,179,127.125,18.85714286,5,34,0.125,3,0.571428571,0.25,2.714285714,2.75,2.285714286,8
144,97,2,3,60,3,12.34516075,312,69,58.32,6.642857143,6,25.55555556,0.222222222,3.111111111,0.111111111,0.272727273,2.222222222,3.181818182,2.333333333,12
145,32,18,2,60,3,2.903155976,1491,39.9,31.86875,21.78571429,3,37.56521739,0.391304348,3.045454545,0.590909091,0.178571429,2.090909091,2.538461538,2.35,32
146,57,23,2,60,4,4.982525036,1591,93.5,49.85272727,55.35714286,1,32.17021277,0.425531915,3.162790698,0.543478261,0.392156863,2.227272727,2.745098039,2.047619048,55
147,3,9,3,100,3,8.974858743,408,170,132.72,35.21428571,4,36,0.4,2.8,0.8,0.4,2,3,2.75,5
148,96,35,3,100,10,3.779385837,302,180,147.8,14.14285714,7,22,0,3,0.25,0,2.25,2,2.2,5
149,25,23,3,60,6,7.301177626,983,77.792,60.592,26.64285714,3,32.84615385,0.346153846,2.92,0.541666667,0.15625,2.125,2.9375,2.692307692,35
150,42,26,3,80,1,36.82196781,712,79.9,63.08333333,66,4,31.81818182,0.090909091,3.2,0.555555556,0.181818182,2,2.636363636,2.727272727,12
151,65,26,3,80,3,4.563642937,802,69.9,49.19032258,21.14285714,5,30.95238095,0.428571429,2.95,0.380952381,0.208333333,2.523809524,2.347826087,2.666666667,31
152,45,27,3,80,7,17.52754636,209,191,179.6666667,7.928571429,3,30,0,4,1,0,2,3,1.5,3
153,58,7,3,50,3,9.30792038,742,250,248.3333333,11.64285714,7,29.09090909,0.272727273,3.111111111,0.2,0.166666667,2.3,2.916666667,2.181818182,12
154,36,19,3,60,3,8.30335838,165,119,97.22222222,14.14285714,1,30,0,3.25,0.375,0.111111111,2,2.666666667,2.125,9
155,83,25,3,100,2,7.835454608,543,240,159,9.5,3,35,0.5,3,0,0,2.5,2.666666667,2.5,4
156,21,26,2,50,2,20.43489131,371,69.9,59.775,9.928571429,4,26.66666667,0.166666667,3,0.166666667,0.333333333,2.333333333,2.333333333,2.5,8
157,40,4,3,100,7,35.16177963,352,179,129,25.78571429,7,25,0,3,0,0.5,2,3,1.5,2
158,7,35,4,50,11,6.63562712,236,250,222,3.857142857,4,30,0,2.5,0.5,0,2,3,3,2
159,97,2,3,60,23,8.502518313,204,69,59.74909091,8.571428571,5,27.5,0.25,3.25,0.428571429,0.4,2,2.777777778,2.75,11
160,90,35,4,100,7,21.9098106,477,230,171.5555556,7.071428571,1,27.5,0.5,3.25,0.25,0.25,2.25,2.875,2.125,9
161,38,14,3,80,5,7.974697512,726,79,68.4375,19.78571429,6,35.14285714,0.357142857,2.538461538,0.538461538,0,2.5,2.266666667,2.928571429,16
162,16,36,4,100,3,2.187555447,407,188.9,103.3333333,4.642857143,1,30,0,3.5,1,0,2,3.666666667,1,3
163,1,26,3,60,2,15.29565948,1304,99.9,58.75714286,41.14285714,6,31.66666667,0.277777778,2.941176471,0.823529412,0.25,2.176470588,2.45,2.166666667,21
164,25,23,3,60,4,5.750938426,811,78.50837209,45.95023256,31.64285714,6,33.11111111,0.305555556,3.09375,0.53125,0.179487179,2.363636364,2.794871795,2.09375,43
165,66,26,3,80,1,1.601871351,1329,139.9,91.19268293,17.07142857,3,28.85714286,0.4,2.878787879,0.457142857,0.289473684,2.314285714,2.447368421,2.333333333,41
166,11,25,3,100,3,3.315424768,1836,296.6363636,232.2045455,21.71428571,3,31.72222222,0.305555556,3.057142857,0.485714286,0.181818182,2.171428571,3.022727273,2.088235294,44
167,92,22,3,60,8,24.19605516,682,166,146.4117647,9.928571429,1,32.625,0.375,2.625,0.5,0.176470588,2.3125,2.411764706,1.846153846,17
168,8,16,3,70,13,0.641253079,161,69,69,3.785714286,5,34.57142857,0.285714286,2.571428571,0.714285714,0,2.428571429,2.285714286,3.166666667,8
169,23,32,3,80,32,2.626220787,2854,109,55.71941748,149.5,3,27.70588235,0.132352941,2.964285714,0.25,0.118421053,2.237288136,2.171052632,2,103
170,57,23,2,60,3,4.994805816,954,93.5,48.97763158,28.64285714,6,31.82352941,0.558823529,3.147058824,0.411764706,0.378378378,2.264705882,3.055555556,2.125,76
171,90,35,4,100,9,3.512867208,606,230,175.6666667,4.714285714,5,27.14285714,0.428571429,2.833333333,0.428571429,0.714285714,2.285714286,2.714285714,1.714285714,9
172,12,2,3,60,2,8.897429691,213,69,57.684,8.214285714,6,36.5,0.125,3,0.857142857,0.125,2.285714286,3.125,2,10
173,6,26,3,70,2,4.337577437,2433,132.75,114.7857143,27.71428571,6,32.3125,0.4375,3.166666667,0.53125,0.357142857,2.15625,4.19047619,2.21875,42
174,9,10,3,100,1,17.83288308,445,167,136,16.5,2,28,0.2,2.6,0.6,0.2,1.8,2,2.6,6
175,49,31,3,80,1,14.28400509,542,66.605,51.46055556,36.85714286,1,32.90909091,0.090909091,2.636363636,0.727272727,0.133333333,2.4,3.533333333,2.222222222,18
176,80,2,3,60,12,11.22864668,362,69,57.75066667,6.785714286,4,28.33333333,0.25,3.3,0.454545455,0.25,2.545454545,2.916666667,2,15
177,79,20,4,100,10,9.805570769,473,210,210,9.142857143,6,30,0,2,0,0,2,1,3,1
178,23,32,3,80,4,6.085303773,797,109,71.11111111,7.928571429,7,26.66666667,0.111111111,3.333333333,0.555555556,0.333333333,2.111111111,3.111111111,2.375,9
179,27,36,4,100,9,23.96533192,349,162.9,105.92,2.785714286,5,35,0.5,3.25,0.75,0.5,2.25,3.5,2,5
180,68,36,3,70,4,1.011309358,347,159,105,13.42857143,2,33.33333333,0,3,0.333333333,0.25,2.666666667,4.5,4.5,5
181,77,32,3,80,6,41.7055992,506,109,63.375,6.714285714,3,30,0,3.142857143,0.571428571,0.142857143,2.428571429,2.571428571,2,8
182,21,26,2,50,5,9.353677497,603,69.9,59.67777778,7.857142857,3,31.42857143,0.285714286,2.714285714,0.5,0.111111111,2.5,2.25,2,9
